co2_emissions,epoch,ewc_loss,step,test_loss/dataloader_idx_0,test_loss/dataloader_idx_1,train_loss,val_loss/dataloader_idx_0,val_loss/dataloader_idx_1,val_loss/dataloader_idx_2
,27,0.0,2111,,,0.060892488807439804,,,
,27,0.0,2144,,,0.0755106508731842,,,
,27,0.0,2177,,,0.06745564937591553,,,
,27,0.0,2210,,,0.056147608906030655,,,
,27,,2232,,,,0.028008002787828445,0.11697177588939667,0.07245828211307526
0.0007811483810655773,27,,2232,,,,,,
,28,0.0,2243,,,0.05827683210372925,,,
,28,0.0,2276,,,0.057381875813007355,,,
,28,0.0,2309,,,0.06780305504798889,,,
,28,0.0,2342,,,0.05706258863210678,,,
,28,0.0,2375,,,0.05215291678905487,,,
,28,,2386,,,,0.02867359295487404,0.10199803113937378,0.06530976295471191
0.0015503013273701072,28,,2386,,,,,,
,29,0.0,2408,,,0.08063856512308121,,,
,29,0.0,2441,,,0.0855422168970108,,,
,29,0.0,2474,,,0.07008416205644608,,,
,29,0.0,2507,,,0.06601586937904358,,,
,29,0.0,2540,,,0.0654744803905487,,,
,29,,2540,,,,0.026209522038698196,0.09524883329868317,0.06070465222001076
0.0023118932731449604,29,,2540,,,,,,
,30,0.0,2573,,,0.06673772633075714,,,
,30,0.0,2606,,,0.054607026278972626,,,
,30,0.0,2639,,,0.07377883791923523,,,
,30,0.0,2672,,,0.047263577580451965,,,
,30,,2694,,,,0.026955338194966316,0.0892908126115799,0.05810094252228737
0.003089223289862275,30,,2694,,,,,,
,31,0.0,2705,,,0.05954121798276901,,,
,31,0.0,2738,,,0.06256213784217834,,,
,31,0.0,2771,,,0.07198936492204666,,,
,31,0.0,2804,,,0.05847692862153053,,,
,31,0.0,2837,,,0.05500899627804756,,,
,31,,2848,,,,0.027802959084510803,0.08290011435747147,0.05533196032047272
0.0038608384784311056,31,,2848,,,,,,
,32,0.0,2870,,,0.06281515210866928,,,
,32,0.0,2903,,,0.06119494140148163,,,
,32,0.0,2936,,,0.05464958772063255,,,
