co2_emissions,epoch,ewc_loss,step,test_loss/dataloader_idx_0,test_loss/dataloader_idx_1,train_loss,val_loss/dataloader_idx_0,val_loss/dataloader_idx_1
,0,0.0,48,,,0.12638035416603088,,
,0,,76,,,,0.1339298039674759,0.29423028230667114
0.00038833127473481,0,,76,,,,,
,1,0.0,97,,,0.12668761610984802,,
,1,0.0,146,,,0.09905864298343658,,
,1,,153,,,,0.11622326821088791,0.3445824086666107
0.000772907049395144,1,,153,,,,,
,2,0.0,195,,,0.10908374935388565,,
,2,,230,,,,0.10261019319295883,0.3406350016593933
0.0011548609472811222,2,,230,,,,,
,3,0.0,244,,,0.0880681723356247,,
,3,0.0,293,,,0.12107233703136444,,
,3,,307,,,,0.07779154926538467,0.37337589263916016
0.0015378891257569194,3,,307,,,,,
,4,0.0,342,,,0.08491811156272888,,
,4,,384,,,,0.07877000421285629,0.3638264834880829
0.0019184830598533154,4,,384,,,,,
,5,0.0,391,,,0.06461741030216217,,
,5,0.0,440,,,0.05923321470618248,,
,5,,461,,,,0.05584566295146942,0.2943126857280731
0.0022962442599236965,5,,461,,,,,
,6,0.0,489,,,0.049667179584503174,,
,6,0.0,538,,,0.063325434923172,,
,6,,538,,,,0.052947528660297394,0.25871723890304565
0.0026786942034959793,6,,538,,,,,
,7,0.0,587,,,0.07208001613616943,,
,7,,615,,,,0.044547077268362045,0.26429879665374756
0.0030556991696357727,7,,615,,,,,
,8,0.0,636,,,0.03438118100166321,,
,8,0.0,685,,,0.04314880073070526,,
,8,,692,,,,0.043710559606552124,0.2763570249080658
0.003439180785790086,8,,692,,,,,
,9,0.0,734,,,0.03677889704704285,,
,9,,769,,,,0.04252041503787041,0.2701251804828644
0.0038137980736792088,9,,769,,,,,
,10,0.0,783,,,0.03050883300602436,,
,10,0.0,832,,,0.029868297278881073,,
,10,,846,,,,0.039739109575748444,0.25520089268684387
0.00419082585722208,10,,846,,,,,
,11,0.0,881,,,0.03308210149407387,,
,11,,923,,,,0.03693868964910507,0.27368372678756714
0.004569630604237318,11,,923,,,,,
,12,0.0,930,,,0.031055713072419167,,
,12,0.0,979,,,0.029563263058662415,,
,12,,1000,,,,0.03459303826093674,0.2438328117132187
0.0049491641111671925,12,,1000,,,,,
,13,0.0,1028,,,0.02022828906774521,,
,13,0.0,1077,,,0.03576678782701492,,
,13,,1077,,,,0.03389797359704971,0.26868656277656555
0.00532756419852376,13,,1077,,,,,
,14,0.0,1126,,,0.04499024897813797,,
,14,,1154,,,,0.03449544683098793,0.2900388538837433
0.005706463474780321,14,,1154,,,,,
,15,0.0,1175,,,0.02482703886926174,,
,15,0.0,1224,,,0.040314123034477234,,
,15,,1231,,,,0.035455670207738876,0.2431216835975647
0.006085501052439213,15,,1231,,,,,
,16,0.0,1273,,,0.03702784329652786,,
,16,,1308,,,,0.030942849814891815,0.24941466748714447
0.00646747974678874,16,,1308,,,,,
,17,0.0,1322,,,0.029540253803133965,,
,17,0.0,1371,,,0.030079137533903122,,
,17,,1385,,,,0.03174891322851181,0.2798376977443695
0.0068438127636909485,17,,1385,,,,,
,18,0.0,1420,,,0.02336246892809868,,
,18,,1462,,,,0.03173026069998741,0.25486475229263306
0.007223743945360184,18,,1462,,,,,
,19,0.0,1469,,,0.028328469023108482,,
,19,0.0,1518,,,0.031060300767421722,,
,19,,1539,,,,0.030785053968429565,0.24773970246315002
0.007601974997669458,19,,1539,,,,,
,20,0.0,1567,,,0.03742986172437668,,
,20,0.0,1616,,,0.03089251182973385,,
,20,,1616,,,,0.030491674318909645,0.22437389194965363
0.007984276860952377,20,,1616,,,,,
,21,0.0,1665,,,0.02758878841996193,,
,21,,1693,,,,0.029837006703019142,0.23620593547821045
0.008355568163096905,21,,1693,,,,,
,22,0.0,1714,,,0.025909600779414177,,
,22,0.0,1763,,,0.02826073206961155,,
,22,,1770,,,,0.0299148540943861,0.24364377558231354
0.008721682243049145,22,,1770,,,,,
,23,0.0,1812,,,0.025463923811912537,,
,23,,1847,,,,0.028109777718782425,0.24564075469970703
0.00909355003386736,23,,1847,,,,,
,24,0.0,1861,,,0.038632798939943314,,
,24,0.0,1910,,,0.02497502975165844,,
,24,,1924,,,,0.02901940606534481,0.22743797302246094
0.009472482837736607,24,,1924,,,,,
,25,0.0,1959,,,0.018891790881752968,,
,25,,2001,,,,0.028599776327610016,0.22278612852096558
0.009856680408120155,25,,2001,,,,,
,26,0.0,2008,,,0.02337871678173542,,
,26,0.0,2057,,,0.02638239786028862,,
,26,,2078,,,,0.028412973508238792,0.24375437200069427
0.010238179937005043,26,,2078,,,,,
,27,0.0,2106,,,0.014037997461855412,,
,27,0.0,2155,,,0.026363596320152283,,
,27,,2155,,,,0.02722340077161789,0.2276579886674881
0.010611600242555141,27,,2155,,,,,
,28,0.0,2204,,,0.028353000059723854,,
,28,,2232,,,,0.03153287246823311,0.22861963510513306
0.010990256443619728,28,,2232,,,,,
,29,0.0,2253,,,0.026389962062239647,,
,29,0.0,2302,,,0.01826266571879387,,
,29,,2309,,,,0.02917850762605667,0.24957671761512756
0.011372270062565804,29,,2309,,,,,
,30,,2310,0.02722340077161789,0.2276579886674881,,,
