co2_emissions,epoch,ewc_loss,step,test_loss/dataloader_idx_0,test_loss/dataloader_idx_1,train_loss,val_loss/dataloader_idx_0,val_loss/dataloader_idx_1
,27,21.381282806396484,2111,,,21.5245304107666,,
,27,3.5023903846740723,2144,,,3.6613402366638184,,
,27,,2155,,,,0.026180051267147064,0.13118906319141388
0.0004114199837204069,27,,2155,,,,,
,28,0.03798242658376694,2177,,,0.1777290403842926,,
,28,0.0035448672715574503,2210,,,0.14623945951461792,,
,28,,2232,,,,0.027258312329649925,0.12097219377756119
0.0008143042214214802,28,,2232,,,,,
,29,0.0003955695137847215,2243,,,0.0829276293516159,,
,29,0.00032711244421079755,2276,,,0.08041688799858093,,
,29,0.0002753523294813931,2309,,,0.0884806215763092,,
,29,,2309,,,,0.028137369081377983,0.11181749403476715
0.0012158090248703957,29,,2309,,,,,
,30,0.0003793046635109931,2342,,,0.09077229350805283,,
,30,0.00023937816149555147,2375,,,0.09458636492490768,,
,30,,2386,,,,0.03387168049812317,0.10627999901771545
0.00160856859292835,30,,2386,,,,,
,31,0.00027188612148165703,2408,,,0.1064898893237114,,
,31,0.00025683591957204044,2441,,,0.1269589066505432,,
,31,,2463,,,,0.03358526527881622,0.10047785937786102
0.002026798902079463,31,,2463,,,,,
,32,0.0002377394848736003,2474,,,0.10711032897233963,,
,32,0.00022985706164035946,2507,,,0.0921643078327179,,
,32,0.0002579287684056908,2540,,,0.11683262884616852,,
,32,,2540,,,,0.03819814696907997,0.10023827105760574
0.0024249337147921324,32,,2540,,,,,
,33,0.00024012371432036161,2573,,,0.08804533630609512,,
,33,0.00022911099949851632,2606,,,0.07925865799188614,,
,33,,2617,,,,0.0420072115957737,0.0933426097035408
0.0028215162456035614,33,,2617,,,,,
,34,0.00021360491518862545,2639,,,0.0894928053021431,,
,34,0.00022327805345412344,2672,,,0.08725307881832123,,
,34,,2694,,,,0.043991029262542725,0.09329790621995926
0.0032092088367789984,34,,2694,,,,,
,35,0.0002176098496420309,2705,,,0.0804005041718483,,
,35,0.00024224817752838135,2738,,,0.06398040056228638,,
,35,0.0002537606342229992,2771,,,0.10931422561407089,,
,35,,2771,,,,0.040984395891427994,0.09211651980876923
0.003603626973927021,35,,2771,,,,,
,36,0.00023656115808989853,2804,,,0.05435032397508621,,
,36,0.00025515162269584835,2837,,,0.09803719818592072,,
,36,,2848,,,,0.04263514280319214,0.08936022967100143
0.00400619488209486,36,,2848,,,,,
,37,0.0002375351032242179,2870,,,0.0900755524635315,,
,37,0.00022869740496389568,2903,,,0.0808805301785469,,
,37,,2925,,,,0.044890787452459335,0.08568044006824493
0.004417067859321833,37,,2925,,,,,
,38,0.00022650265600532293,2936,,,0.07985430210828781,,
,38,0.0002244110219180584,2969,,,0.07445403933525085,,
,38,0.00022679372341372073,3002,,,0.08228476345539093,,
,38,,3002,,,,0.04785289987921715,0.08689495921134949
0.00482178945094347,38,,3002,,,,,
,39,0.00023146564490161836,3035,,,0.13022258877754211,,
,39,0.0002628502552397549,3068,,,0.06517694890499115,,
,39,,3079,,,,0.05061512812972069,0.08380617946386337
