co2_emissions,epoch,ewc_loss,step,test_loss/dataloader_idx_0,test_loss/dataloader_idx_1,train_loss,val_loss/dataloader_idx_0,val_loss/dataloader_idx_1,val_loss/dataloader_idx_2
,27,0.0,2111,,,0.12128132581710815,,,
,27,0.0,2144,,,0.0874365046620369,,,
,27,0.0,2177,,,0.06591200828552246,,,
,27,0.0,2210,,,0.0417257659137249,,,
,27,,2232,,,,0.028379086405038834,0.11157193779945374,0.06994595378637314
0.0008081503910943866,27,,2232,,,,,,
,28,0.0,2243,,,0.08791559189558029,,,
,28,0.0,2276,,,0.09735714644193649,,,
,28,0.0,2309,,,0.07401129603385925,,,
,28,0.0,2342,,,0.046396832913160324,,,
,28,0.0,2375,,,0.08712734282016754,,,
,28,,2386,,,,0.027154842391610146,0.1007910668849945,0.06394679099321365
0.0015870823990553617,28,,2386,,,,,,
,29,0.0,2408,,,0.05400143191218376,,,
,29,0.0,2441,,,0.07187306135892868,,,
,29,0.0,2474,,,0.05857629328966141,,,
,29,0.0,2507,,,0.03891076147556305,,,
,29,0.0,2540,,,0.053725071251392365,,,
,29,,2540,,,,0.030697008594870567,0.09431248158216476,0.06248214468359947
0.002365939086303115,29,,2540,,,,,,
,30,0.0,2573,,,0.05931330472230911,,,
,30,0.0,2606,,,0.047960106283426285,,,
,30,0.0,2639,,,0.05706145614385605,,,
,30,0.0,2672,,,0.06639877706766129,,,
,30,,2694,,,,0.026752281934022903,0.08862461894750595,0.05766648054122925
0.0031395452097058296,30,,2694,,,,,,
,31,0.0,2705,,,0.05567629635334015,,,
,31,0.0,2738,,,0.048514001071453094,,,
,31,0.0,2771,,,0.040236085653305054,,,
,31,0.0,2804,,,0.04122112691402435,,,
,31,0.0,2837,,,0.06490328907966614,,,
,31,,2848,,,,0.027270004153251648,0.08124332129955292,0.054237499833106995
0.003912406042218208,31,,2848,,,,,,
,32,0.0,2870,,,0.08973945677280426,,,
,32,0.0,2903,,,0.049122404307127,,,
,32,0.0,2936,,,0.055201686918735504,,,
,32,0.0,2969,,,0.05330449342727661,,,
,32,0.0,3002,,,0.04674438014626503,,,
,32,,3002,,,,0.025597242638468742,0.07977398484945297,0.052666373550891876
0.004670127760618925,32,,3002,,,,,,
,33,0.0,3035,,,0.07835868000984192,,,
,33,0.0,3068,,,0.04143143072724342,,,
,33,0.0,3101,,,0.05968814343214035,,,
,33,0.0,3134,,,0.06088101863861084,,,
,33,,3156,,,,0.025932740420103073,0.07576604932546616,0.05083170160651207
0.005443692672997713,33,,3156,,,,,,
,34,0.0,3167,,,0.04052319377660751,,,
,34,0.0,3200,,,0.06278540194034576,,,
,34,0.0,3233,,,0.04654065892100334,,,
,34,0.0,3266,,,0.062325380742549896,,,
,34,0.0,3299,,,0.03791508451104164,,,
,34,,3310,,,,0.025716150179505348,0.07559692114591599,0.05063881352543831
0.006219735834747553,34,,3310,,,,,,
,35,0.0,3332,,,0.04662054777145386,,,
,35,0.0,3365,,,0.04764914885163307,,,
,35,0.0,3398,,,0.04138137400150299,,,
,35,0.0,3431,,,0.05269450694322586,,,
,35,0.0,3464,,,0.035328857600688934,,,
,35,,3464,,,,0.02545037493109703,0.07211042940616608,0.04876382648944855
0.006977770011872053,35,,3464,,,,,,
,36,0.0,3497,,,0.04571579769253731,,,
,36,0.0,3530,,,0.03741501271724701,,,
,36,0.0,3563,,,0.04514525830745697,,,
,36,0.0,3596,,,0.054025325924158096,,,
,36,,3618,,,,0.025762423872947693,0.07011657953262329,0.04792375490069389
0.007745147682726383,36,,3618,,,,,,
,37,0.0,3629,,,0.052453383803367615,,,
,37,0.0,3662,,,0.04559028893709183,,,
,37,0.0,3695,,,0.04408663883805275,,,
,37,0.0,3728,,,0.038621433079242706,,,
,37,0.0,3761,,,0.03705601394176483,,,
,37,,3772,,,,0.02686525508761406,0.06942730396986008,0.04813116416335106
0.00852266512811184,37,,3772,,,,,,
,38,0.0,3794,,,0.034431520849466324,,,
,38,0.0,3827,,,0.029279880225658417,,,
,38,0.0,3860,,,0.035885341465473175,,,
,38,0.0,3893,,,0.05151338875293732,,,
,38,0.0,3926,,,0.033176589757204056,,,
,38,,3926,,,,0.026277320459485054,0.06496810168027878,0.045608967542648315
0.009294195100665092,38,,3926,,,,,,
,39,0.0,3959,,,0.03558731451630592,,,
,39,0.0,3992,,,0.03265707194805145,,,
,39,0.0,4025,,,0.03611917048692703,,,
,39,0.0,4058,,,0.03901715576648712,,,
,39,,4080,,,,0.02618022821843624,0.06296003609895706,0.04455706849694252
0.010067382827401161,39,,4080,,,,,,
,40,0.0,4091,,,0.03497453033924103,,,
,40,0.0,4124,,,0.04907887428998947,,,
,40,0.0,4157,,,0.03290300816297531,,,
,40,0.0,4190,,,0.03264784812927246,,,
,40,0.0,4223,,,0.04815072566270828,,,
,40,,4234,,,,0.02554203011095524,0.0634065642952919,0.04446084797382355
0.0108497254550457,40,,4234,,,,,,
,41,0.0,4256,,,0.04509228467941284,,,
,41,0.0,4289,,,0.05350269377231598,,,
,41,0.0,4322,,,0.03659195080399513,,,
,41,0.0,4355,,,0.029712650924921036,,,
,41,0.0,4388,,,0.03468644618988037,,,
,41,,4388,,,,0.02474178932607174,0.05992110073566437,0.04231894388794899
0.011617072857916355,41,,4388,,,,,,
,42,0.0,4421,,,0.031228944659233093,,,
,42,0.0,4454,,,0.04680231213569641,,,
,42,0.0,4487,,,0.036145612597465515,,,
,42,0.0,4520,,,0.04660863056778908,,,
,42,,4542,,,,0.025684840977191925,0.06135978549718857,0.04350963234901428
0.012387181632220745,42,,4542,,,,,,
,43,0.0,4553,,,0.02717731148004532,,,
,43,0.0,4586,,,0.03447926044464111,,,
