co2_emissions,epoch,ewc_loss,step,test_loss/dataloader_idx_0,test_loss/dataloader_idx_1,train_loss,val_loss/dataloader_idx_0,val_loss/dataloader_idx_1,val_loss/dataloader_idx_2
,42,,4542,,,,0.025778310373425484,0.06266850233078003,0.04421029984951019
0.012472691014409065,42,,4542,,,,,,
,43,0.0,4553,,,0.02348892204463482,,,
,43,0.0,4586,,,0.03127981349825859,,,
,43,0.0,4619,,,0.030466875061392784,,,
,43,0.0,4652,,,0.023818444460630417,,,
,43,0.0,4685,,,0.043987032026052475,,,
,43,,4696,,,,0.02544034831225872,0.06478644162416458,0.0450994111597538
0.013250705786049366,43,,4696,,,,,,
,44,0.0,4718,,,0.02462499588727951,,,
,44,0.0,4751,,,0.03222724050283432,,,
,44,0.0,4784,,,0.02358414977788925,,,
,44,0.0,4817,,,0.03411778435111046,,,
,44,0.0,4850,,,0.04158648103475571,,,
,44,,4850,,,,0.02604522556066513,0.061688132584095,0.04385402053594589
0.014028390869498253,44,,4850,,,,,,
,45,0.0,4883,,,0.03061686083674431,,,
,45,0.0,4916,,,0.024330394342541695,,,
,45,0.0,4949,,,0.03468857705593109,,,
,45,0.0,4982,,,0.02667185291647911,,,
,45,,5004,,,,0.025782857090234756,0.05971676483750343,0.04273775964975357
0.014800447039306164,45,,5004,,,,,,
,46,0.0,5015,,,0.025077156722545624,,,
,46,0.0,5048,,,0.020638421177864075,,,
,46,0.0,5081,,,0.023872649297118187,,,
,46,0.0,5114,,,0.030332252383232117,,,
,46,0.0,5147,,,0.03696762025356293,,,
,46,,5158,,,,0.02560962550342083,0.057916607707738876,0.041751641780138016
0.015570396557450294,46,,5158,,,,,,
,47,0.0,5180,,,0.025783879682421684,,,
,47,0.0,5213,,,0.028981009498238564,,,
,47,0.0,5246,,,0.0228672344237566,,,
,47,0.0,5279,,,0.03622317314147949,,,
,47,0.0,5312,,,0.022963523864746094,,,
,47,,5312,,,,0.026125116273760796,0.059414640069007874,0.04275805130600929
0.016348758712410927,47,,5312,,,,,,
,48,0.0,5345,,,0.03087659180164337,,,
,48,0.0,5378,,,0.02603663131594658,,,
,48,0.0,5411,,,0.022885363548994064,,,
,48,0.0,5444,,,0.03586474806070328,,,
,48,,5466,,,,0.026608075946569443,0.057922396808862686,0.042254116386175156
0.017126180231571198,48,,5466,,,,,,
,49,0.0,5477,,,0.040518708527088165,,,
,49,0.0,5510,,,0.025110013782978058,,,
,49,0.0,5543,,,0.03320857137441635,,,
,49,0.0,5576,,,0.030186980962753296,,,
,49,0.0,5609,,,0.01957114040851593,,,
,49,,5620,,,,0.026043737307190895,0.05690775066614151,0.041464779525995255
0.017910555005073547,49,,5620,,,,,,
,50,0.0,5642,,,0.025384362787008286,,,
,50,0.0,5675,,,0.034565556794404984,,,
,50,0.0,5708,,,0.02860136702656746,,,
,50,0.0,5741,,,0.02555299922823906,,,
,50,0.0,5774,,,0.024932818487286568,,,
,50,,5774,,,,0.02535482868552208,0.052852943539619446,0.039094116538763046
0.01867864467203617,50,,5774,,,,,,
,51,0.0,5807,,,0.02149534970521927,,,
,51,0.0,5840,,,0.027284303680062294,,,
,51,0.0,5873,,,0.03309572860598564,,,
,51,0.0,5906,,,0.030384670943021774,,,
,51,,5928,,,,0.025921139866113663,0.054444219917058945,0.04017254710197449
0.019445953890681267,51,,5928,,,,,,
,52,0.0,5939,,,0.0330003947019577,,,
,52,0.0,5972,,,0.033020131289958954,,,
,52,0.0,6005,,,0.03212132677435875,,,
,52,0.0,6038,,,0.03735334798693657,,,
,52,0.0,6071,,,0.025672368705272675,,,
,52,,6082,,,,0.025239260867238045,0.056789830327034,0.04100333899259567
0.02022782526910305,52,,6082,,,,,,
,53,0.0,6104,,,0.04325080290436745,,,
,53,0.0,6137,,,0.026033302769064903,,,
,53,0.0,6170,,,0.02379954233765602,,,
,53,0.0,6203,,,0.02125108428299427,,,
,53,0.0,6236,,,0.025006385520100594,,,
,53,,6236,,,,0.025711316615343094,0.05186052247881889,0.03877662867307663
0.020999569445848465,53,,6236,,,,,,
,54,0.0,6269,,,0.02769703045487404,,,
,54,0.0,6302,,,0.020351136103272438,,,
,54,0.0,6335,,,0.02461075782775879,,,
,54,0.0,6368,,,0.01833435520529747,,,
,54,,6390,,,,0.025664204731583595,0.052404820919036865,0.039025019854307175
0.021772421896457672,54,,6390,,,,,,
,55,0.0,6401,,,0.030008848756551743,,,
,55,0.0,6434,,,0.02409742772579193,,,
,55,0.0,6467,,,0.020177636295557022,,,
,55,0.0,6500,,,0.03171925991773605,,,
,55,0.0,6533,,,0.024163654074072838,,,
,55,,6544,,,,0.025807101279497147,0.052690885961055756,0.039239440113306046
0.022549869492650032,55,,6544,,,,,,
,56,0.0,6566,,,0.022086599841713905,,,
,56,0.0,6599,,,0.022578001022338867,,,
,56,0.0,6632,,,0.01625991240143776,,,
,56,0.0,6665,,,0.02720574662089348,,,
,56,0.0,6698,,,0.02382628247141838,,,
,56,,6698,,,,0.02624419331550598,0.05735189840197563,0.04178699105978012
0.023327026516199112,56,,6698,,,,,,
,57,0.0,6731,,,0.019712306559085846,,,
,57,0.0,6764,,,0.020118510350584984,,,
,57,0.0,6797,,,0.02140823006629944,,,
,57,0.0,6830,,,0.025921005755662918,,,
,57,,6852,,,,0.027045821771025658,0.054092418402433395,0.040559519082307816
0.024117058143019676,57,,6852,,,,,,
,58,0.0,6863,,,0.02259684167802334,,,
,58,0.0,6896,,,0.02092023566365242,,,
,58,0.0,6929,,,0.02075946144759655,,,
,58,0.0,6962,,,0.028817955404520035,,,
,58,0.0,6995,,,0.030278712511062622,,,
,58,,7006,,,,0.02608831413090229,0.054969657212495804,0.04051871970295906
0.02489703707396984,58,,7006,,,,,,
,59,0.0,7028,,,0.02776326984167099,,,
,59,0.0,7061,,,0.01904400624334812,,,
,59,0.0,7094,,,0.02472032606601715,,,
,59,0.0,7127,,,0.0168362595140934,,,
,59,0.0,7160,,,0.028210248798131943,,,
,59,,7160,,,,0.02762080915272236,0.06251785159111023,0.04505693167448044
0.025675518438220024,59,,7160,,,,,,
,60,,7161,0.025711316615343094,0.05186052247881889,,,,
