co2_emissions,epoch,ewc_loss,step,test_loss/dataloader_idx_0,test_loss/dataloader_idx_1,train_loss,val_loss/dataloader_idx_0,val_loss/dataloader_idx_1,val_loss/dataloader_idx_2
,27,0.0,2111,,,0.087355837225914,,,
,27,0.0,2144,,,0.08862187713384628,,,
,27,0.0,2177,,,0.07688706368207932,,,
,27,0.0,2210,,,0.07142239809036255,,,
,27,,2232,,,,0.028727354481816292,0.10943448543548584,0.06905225664377213
0.0008194486144930124,27,,2232,,,,,,
,28,0.0,2243,,,0.05830397456884384,,,
,28,0.0,2276,,,0.05100312829017639,,,
,28,0.0,2309,,,0.09197558462619781,,,
,28,0.0,2342,,,0.05135796591639519,,,
,28,0.0,2375,,,0.08938941359519958,,,
,28,,2386,,,,0.02977125532925129,0.09838592261075974,0.0640542134642601
0.001590757048688829,28,,2386,,,,,,
,29,0.0,2408,,,0.09070192277431488,,,
,29,0.0,2441,,,0.08548839390277863,,,
,29,0.0,2474,,,0.07223126292228699,,,
,29,0.0,2507,,,0.09351460635662079,,,
,29,0.0,2540,,,0.04406289383769035,,,
,29,,2540,,,,0.026606233790516853,0.09356522560119629,0.060061946511268616
0.0023668829817324877,29,,2540,,,,,,
,30,0.0,2573,,,0.06945696473121643,,,
,30,0.0,2606,,,0.05106224864721298,,,
,30,0.0,2639,,,0.0544738732278347,,,
,30,0.0,2672,,,0.05026687681674957,,,
,30,,2694,,,,0.028200894594192505,0.09076125919818878,0.05945885181427002
0.0031635707709938288,30,,2694,,,,,,
,31,0.0,2705,,,0.05363193899393082,,,
,31,0.0,2738,,,0.09839075803756714,,,
,31,0.0,2771,,,0.05492490902543068,,,
,31,0.0,2804,,,0.04527576267719269,,,
,31,0.0,2837,,,0.055030010640621185,,,
,31,,2848,,,,0.026303792372345924,0.08745667338371277,0.05685851350426674
0.003955609165132046,31,,2848,,,,,,
,32,0.0,2870,,,0.04297834262251854,,,
,32,0.0,2903,,,0.05178751423954964,,,
,32,0.0,2936,,,0.05789533257484436,,,
,32,0.0,2969,,,0.0429786778986454,,,
,32,0.0,3002,,,0.04050138592720032,,,
,32,,3002,,,,0.02622959204018116,0.07743946462869644,0.05181633308529854
0.0047347936779260635,32,,3002,,,,,,
,33,0.0,3035,,,0.051677390933036804,,,
,33,0.0,3068,,,0.0833916962146759,,,
,33,0.0,3101,,,0.07140736281871796,,,
,33,0.0,3134,,,0.0462571457028389,,,
,33,,3156,,,,0.025558562949299812,0.08212969452142715,0.05382402986288071
0.0055186874233186245,33,,3156,,,,,,
,34,0.0,3167,,,0.04166150838136673,,,
,34,0.0,3200,,,0.04157331585884094,,,
,34,0.0,3233,,,0.06863648444414139,,,
,34,0.0,3266,,,0.07504940032958984,,,
,34,0.0,3299,,,0.03985416889190674,,,
,34,,3310,,,,0.02751115709543228,0.07949992269277573,0.05348707363009453
0.006297830492258072,34,,3310,,,,,,
,35,0.0,3332,,,0.05609774962067604,,,
,35,0.0,3365,,,0.04042720049619675,,,
,35,0.0,3398,,,0.03504354506731033,,,
,35,0.0,3431,,,0.04538697004318237,,,
,35,0.0,3464,,,0.02010968141257763,,,
,35,,3464,,,,0.026798812672495842,0.07150385528802872,0.04913545399904251
0.007068784907460213,35,,3464,,,,,,
,36,0.0,3497,,,0.04580824822187424,,,
,36,0.0,3530,,,0.04070014879107475,,,
,36,0.0,3563,,,0.04016149044036865,,,
,36,0.0,3596,,,0.05867766961455345,,,
,36,,3618,,,,0.02623250149190426,0.0745873972773552,0.0503927581012249
0.007848328910768032,36,,3618,,,,,,
,37,0.0,3629,,,0.030776381492614746,,,
,37,0.0,3662,,,0.057586267590522766,,,
,37,0.0,3695,,,0.03918597474694252,,,
,37,0.0,3728,,,0.05129152163863182,,,
,37,0.0,3761,,,0.05963309109210968,,,
,37,,3772,,,,0.025636527687311172,0.06694371998310089,0.04627544805407524
0.008606644347310066,37,,3772,,,,,,
,38,0.0,3794,,,0.0423724427819252,,,
,38,0.0,3827,,,0.04650086909532547,,,
,38,0.0,3860,,,0.04035625979304314,,,
,38,0.0,3893,,,0.03234713152050972,,,
,38,0.0,3926,,,0.04855811968445778,,,
,38,,3926,,,,0.025519903749227524,0.0635419562458992,0.04451742768287659
0.009405503049492836,38,,3926,,,,,,
,39,0.0,3959,,,0.035351261496543884,,,
,39,0.0,3992,,,0.03859315067529678,,,
,39,0.0,4025,,,0.0440242663025856,,,
,39,0.0,4058,,,0.028662629425525665,,,
,39,,4080,,,,0.025344576686620712,0.06301657855510712,0.04416718706488609
0.010180942714214325,39,,4080,,,,,,
,40,0.0,4091,,,0.03958340734243393,,,
,40,0.0,4124,,,0.03844701498746872,,,
,40,0.0,4157,,,0.046294793486595154,,,
,40,0.0,4190,,,0.03581138327717781,,,
,40,0.0,4223,,,0.03798522800207138,,,
,40,,4234,,,,0.026559466496109962,0.06470811367034912,0.04562023654580116
0.010945701971650124,40,,4234,,,,,,
,41,0.0,4256,,,0.03974606841802597,,,
,41,0.0,4289,,,0.035969868302345276,,,
,41,0.0,4322,,,0.02512327954173088,,,
,41,0.0,4355,,,0.044321611523628235,,,
,41,0.0,4388,,,0.0265334639698267,,,
,41,,4388,,,,0.02532043866813183,0.06358936429023743,0.044441308826208115
0.011717334389686584,41,,4388,,,,,,
,42,0.0,4421,,,0.039714712649583817,,,
,42,0.0,4454,,,0.03778531029820442,,,
,42,0.0,4487,,,0.0423419252038002,,,
,42,0.0,4520,,,0.030492518097162247,,,
,42,,4542,,,,0.026413002982735634,0.06441672146320343,0.04540136083960533
0.012477566488087177,42,,4542,,,,,,
,43,0.0,4553,,,0.027273664250969887,,,
,43,0.0,4586,,,0.0430263876914978,,,
,43,0.0,4619,,,0.037064965814352036,,,
,43,0.0,4652,,,0.03438124805688858,,,
,43,0.0,4685,,,0.03360050171613693,,,
,43,,4696,,,,0.026367489248514175,0.06274872273206711,0.044545192271471024
0.013269561342895031,43,,4696,,,,,,
,44,0.0,4718,,,0.023012913763523102,,,
,44,0.0,4751,,,0.025557346642017365,,,
,44,0.0,4784,,,0.02764994278550148,,,
,44,0.0,4817,,,0.02697463519871235,,,
,44,0.0,4850,,,0.04434732347726822,,,
,44,,4850,,,,0.024843115359544754,0.061541847884655,0.04317944869399071
0.014038323424756527,44,,4850,,,,,,
,45,0.0,4883,,,0.036912161856889725,,,
,45,0.0,4916,,,0.04385291039943695,,,
,45,0.0,4949,,,0.036529846489429474,,,
,45,0.0,4982,,,0.03567591309547424,,,
,45,,5004,,,,0.025778213515877724,0.05740101635456085,0.04157838225364685
0.014825723133981228,45,,5004,,,,,,
,46,0.0,5015,,,0.01696781814098358,,,
,46,0.0,5048,,,0.03410472720861435,,,
,46,0.0,5081,,,0.03871287778019905,,,
,46,0.0,5114,,,0.02459823340177536,,,
,46,0.0,5147,,,0.03829806298017502,,,
,46,,5158,,,,0.027238754555583,0.05689084529876709,0.04205426573753357
0.015617411583662033,46,,5158,,,,,,
,47,0.0,5180,,,0.025020642206072807,,,
,47,0.0,5213,,,0.028659850358963013,,,
,47,0.0,5246,,,0.02756647951900959,,,
,47,0.0,5279,,,0.03435811772942543,,,
,47,0.0,5312,,,0.04214353486895561,,,
,47,,5312,,,,0.02525341883301735,0.0580475814640522,0.04163885489106178
0.016388116404414177,47,,5312,,,,,,
,48,0.0,5345,,,0.034791164100170135,,,
,48,0.0,5378,,,0.017020508646965027,,,
,48,0.0,5411,,,0.022912148386240005,,,
,48,0.0,5444,,,0.017897870391607285,,,
,48,,5466,,,,0.02626301907002926,0.059455592185258865,0.04284752160310745
0.017171794548630714,48,,5466,,,,,,
,49,0.0,5477,,,0.039916232228279114,,,
,49,0.0,5510,,,0.0258527472615242,,,
,49,0.0,5543,,,0.04530932381749153,,,
,49,0.0,5576,,,0.028264321386814117,,,
,49,0.0,5609,,,0.015239337459206581,,,
,49,,5620,,,,0.02562822215259075,0.056245092302560806,0.040925778448581696
0.017967721447348595,49,,5620,,,,,,
,50,0.0,5642,,,0.029612012207508087,,,
,50,0.0,5675,,,0.03046909160912037,,,
,50,0.0,5708,,,0.02962646447122097,,,
,50,0.0,5741,,,0.034579094499349594,,,
,50,0.0,5774,,,0.03305095061659813,,,
,50,,5774,,,,0.02720743604004383,0.05742355063557625,0.042304765433073044
0.018716884776949883,50,,5774,,,,,,
,51,0.0,5807,,,0.0227569118142128,,,
,51,0.0,5840,,,0.028485815972089767,,,
,51,0.0,5873,,,0.02386702410876751,,,
,51,0.0,5906,,,0.019544340670108795,,,
,51,,5928,,,,0.025836506858468056,0.058302562683820724,0.04205801710486412
0.019503476098179817,51,,5928,,,,,,
,52,0.0,5939,,,0.022337187081575394,,,
,52,0.0,5972,,,0.030993591994047165,,,
,52,0.0,6005,,,0.03024255484342575,,,
,52,0.0,6038,,,0.026756351813673973,,,
,52,0.0,6071,,,0.02765539288520813,,,
,52,,6082,,,,0.025897378101944923,0.054963503032922745,0.040420111268758774
0.020301364362239838,52,,6082,,,,,,
,53,0.0,6104,,,0.02599816583096981,,,
,53,0.0,6137,,,0.03088906966149807,,,
,53,0.0,6170,,,0.02900933474302292,,,
,53,0.0,6203,,,0.04037062078714371,,,
,53,0.0,6236,,,0.02598514035344124,,,
,53,,6236,,,,0.026197055354714394,0.0551672987639904,0.040671877562999725
0.021069856360554695,53,,6236,,,,,,
,54,0.0,6269,,,0.03433903306722641,,,
,54,0.0,6302,,,0.0313694104552269,,,
,54,0.0,6335,,,0.026359528303146362,,,
,54,0.0,6368,,,0.036869361996650696,,,
,54,,6390,,,,0.02520638518035412,0.055979225784540176,0.040581878274679184
0.021861523389816284,54,,6390,,,,,,
,55,0.0,6401,,,0.017893414944410324,,,
,55,0.0,6434,,,0.020313620567321777,,,
,55,0.0,6467,,,0.021508753299713135,,,
,55,0.0,6500,,,0.0220038965344429,,,
,55,0.0,6533,,,0.023922383785247803,,,
,55,,6544,,,,0.026312844827771187,0.054501716047525406,0.040397271513938904
0.02266204170882702,55,,6544,,,,,,
,56,0.0,6566,,,0.019534246996045113,,,
,56,0.0,6599,,,0.030066631734371185,,,
,56,0.0,6632,,,0.022921010851860046,,,
,56,0.0,6665,,,0.02277659997344017,,,
,56,0.0,6698,,,0.026621468365192413,,,
,56,,6698,,,,0.027034630998969078,0.05444786325097084,0.040731512010097504
0.023469476029276848,56,,6698,,,,,,
,57,0.0,6731,,,0.02815856598317623,,,
,57,0.0,6764,,,0.020807696506381035,,,
,57,0.0,6797,,,0.015554754994809628,,,
,57,0.0,6830,,,0.026772920042276382,,,
,57,,6852,,,,0.02854878269135952,0.0542924590408802,0.04141147434711456
0.02424449659883976,57,,6852,,,,,,
,58,0.0,6863,,,0.020636487752199173,,,
,58,0.0,6896,,,0.019855262711644173,,,
,58,0.0,6929,,,0.033251404762268066,,,
,58,0.0,6962,,,0.02406655251979828,,,
,58,0.0,6995,,,0.029776159673929214,,,
